row_id,day_hour,ip,no_put,no_post,no_head
558,01-22-2019 15,5.78.198.64,42,104,77
559,01-22-2019 15,54.36.149.70,0,6,0
560,01-22-2019 15,173.249.54.79,22,0,16
561,01-22-2019 15,54.36.149.82,0,0,1
562,01-22-2019 15,46.224.77.44,27,3,0
563,01-22-2019 15,104.194.24.45,2,0,0
564,01-22-2019 15,34.247.132.65,6,0,0
565,01-22-2019 15,178.253.33.63,39,1,22
566,01-22-2019 15,31.56.96.63,70,86,73
567,01-22-2019 15,51.15.15.66,12,0,2
568,01-22-2019 15,2.179.141.110,0,41,28
569,01-22-2019 15,54.36.148.44,0,8,0
570,01-22-2019 15,172.20.2.186,0,0,5
571,01-22-2019 15,54.36.148.99,0,0,1
572,01-22-2019 15,207.46.13.116,25,29,19
573,01-22-2019 15,66.249.64.78,0,42,0
574,01-22-2019 15,54.36.149.104,12,0,0
575,01-22-2019 15,5.78.180.87,4,0,0
576,01-22-2019 15,54.36.149.75,0,4,0
577,01-22-2019 15,54.36.149.47,4,0,0
578,01-22-2019 15,5.62.206.261,0,0,1
579,01-22-2019 15,2.177.12.152,71,79,44
580,01-22-2019 15,157.55.39.257,19,2,0
581,01-22-2019 15,2.185.221.91,0,4,0
582,01-22-2019 15,5.209.200.230,109,11,164
583,01-22-2019 15,5.112.52.266,6,2,0
584,01-22-2019 15,54.36.148.30,1,0,0
585,01-22-2019 15,66.111.54.261,119,130,179
586,01-22-2019 15,89.199.193.263,0,0,1
587,01-22-2019 15,91.99.72.27,28,11,85
588,01-22-2019 15,66.249.66.103,123,66,54
589,01-22-2019 15,5.211.97.51,175,113,90
590,01-22-2019 15,207.46.13.127,41,22,0
591,01-22-2019 15,54.36.149.29,1,0,0
592,01-22-2019 15,66.249.66.206,79,28,161
593,01-22-2019 15,5.160.157.32,0,5,5
594,01-22-2019 15,54.36.148.22,0,18,0
595,01-22-2019 15,204.18.198.260,10,65,3
596,01-22-2019 15,54.36.148.129,0,0,31
597,01-22-2019 15,54.36.148.29,0,0,5
598,01-22-2019 16,5.62.206.262,4,0,0
599,01-22-2019 16,54.36.149.30,4,0,0
600,01-22-2019 16,5.160.157.33,1,0,2
601,01-22-2019 16,5.209.200.231,87,101,47
602,01-22-2019 16,89.199.193.264,3,0,0
603,01-22-2019 16,66.249.66.207,108,31,138
604,01-22-2019 16,204.18.198.261,3,60,62
605,01-22-2019 16,207.46.13.117,3,52,4
606,01-22-2019 16,5.112.52.267,12,8,0
607,01-22-2019 16,5.211.97.52,195,78,144
608,01-22-2019 16,54.36.148.174,0,14,0
609,01-22-2019 16,51.15.15.67,0,39,5
610,01-22-2019 16,2.179.141.111,9,29,0
611,01-22-2019 16,173.249.54.80,56,0,41
612,01-22-2019 16,91.99.72.28,86,19,118
613,01-22-2019 16,54.36.149.76,0,0,10
614,01-22-2019 16,2.177.12.153,48,124,43
615,01-22-2019 16,66.249.64.79,4,0,0
616,01-22-2019 16,66.249.66.104,86,123,63
617,01-22-2019 16,207.46.13.149,60,49,48
618,01-22-2019 16,2.185.221.92,0,1,0
619,01-22-2019 16,34.247.132.66,18,0,0
620,01-22-2019 16,157.55.39.258,7,0,18
621,01-22-2019 16,54.36.149.48,6,0,0
622,01-22-2019 16,104.194.24.46,0,0,13
623,01-22-2019 16,54.36.149.105,0,0,6
624,01-22-2019 16,54.36.148.130,0,0,23
625,01-22-2019 16,54.36.148.45,0,6,0
626,01-22-2019 16,31.56.96.64,69,56,37
627,01-22-2019 16,17.58.102.56,8,10,9
628,01-22-2019 16,5.78.198.65,22,50,32
629,01-22-2019 16,54.36.149.71,0,0,5
630,01-22-2019 16,54.36.149.54,6,0,0
631,01-22-2019 16,207.46.13.128,37,39,12
632,01-22-2019 16,54.36.148.31,0,15,0
633,01-22-2019 16,54.36.148.30,0,0,5
634,01-22-2019 16,46.224.77.45,10,24,9
635,01-22-2019 16,54.36.148.100,0,0,29
636,01-22-2019 16,54.36.148.23,0,0,2
637,01-22-2019 16,5.78.180.88,0,0,6
638,01-22-2019 16,54.36.149.83,0,0,6
639,01-22-2019 16,178.253.33.64,3,36,4
640,01-22-2019 16,40.77.167.142,29,15,42
641,01-22-2019 16,66.111.54.262,157,112,86
642,01-22-2019 16,54.36.148.245,0,0,6
643,01-22-2019 16,172.20.2.187,0,2,0
644,01-22-2019 17,5.62.206.263,0,0,3
645,01-22-2019 17,5.160.157.34,20,0,0
646,01-22-2019 17,54.36.148.246,6,0,0
647,01-22-2019 17,40.77.167.143,27,4,20
648,01-22-2019 17,5.78.180.89,0,1,0
649,01-22-2019 17,5.112.52.268,0,9,3
650,01-22-2019 17,54.36.149.72,0,11,0
651,01-22-2019 17,54.36.148.101,30,0,0
652,01-22-2019 17,207.46.13.118,4,38,43
653,01-22-2019 17,54.36.148.175,0,0,3
654,01-22-2019 17,51.15.15.68,0,9,8
655,01-22-2019 17,2.185.221.93,0,41,0
656,01-22-2019 17,66.111.54.263,88,154,80
657,01-22-2019 17,54.36.149.77,0,0,16
658,01-22-2019 17,89.199.193.265,0,0,4
659,01-22-2019 17,5.209.200.232,40,104,26
660,01-22-2019 17,207.46.13.129,50,9,11
661,01-22-2019 17,2.179.141.112,7,70,0
662,01-22-2019 17,66.249.64.80,0,15,0
663,01-22-2019 17,46.224.77.46,20,10,0
664,01-22-2019 17,5.78.198.66,66,83,80
665,01-22-2019 17,54.36.148.24,0,6,0
666,01-22-2019 17,204.18.198.262,39,89,5
667,01-22-2019 17,54.36.148.131,0,2,0
668,01-22-2019 17,91.99.72.29,71,14,105
669,01-22-2019 17,54.36.148.32,1,0,0
670,01-22-2019 17,54.36.149.49,0,0,8
671,01-22-2019 17,2.177.12.154,53,55,53
672,01-22-2019 17,17.58.102.57,3,18,0
673,01-22-2019 17,66.249.66.208,58,173,95
674,01-22-2019 17,34.247.132.67,2,0,0
675,01-22-2019 17,54.36.149.84,6,0,0
676,01-22-2019 17,54.36.149.55,4,0,0
677,01-22-2019 17,157.55.39.259,0,6,2
678,01-22-2019 17,207.46.13.150,87,33,25
679,01-22-2019 17,54.36.148.46,0,17,0
680,01-22-2019 17,173.249.54.81,22,44,2
681,01-22-2019 17,172.20.2.188,0,0,15
682,01-22-2019 17,178.253.33.65,18,17,15
683,01-22-2019 17,54.36.148.31,15,0,0
684,01-22-2019 17,5.211.97.53,114,175,103
685,01-22-2019 17,54.36.149.31,0,3,0
686,01-22-2019 17,104.194.24.47,6,0,0
687,01-22-2019 17,66.249.66.105,77,25,77
688,01-22-2019 17,54.36.149.106,0,0,3
689,01-22-2019 17,31.56.96.65,237,24,78
690,01-22-2019 18,207.46.13.119,34,37,0
691,01-22-2019 18,34.247.132.68,0,31,0
692,01-22-2019 18,40.77.167.144,57,15,2
693,01-22-2019 18,2.179.141.113,69,40,0
694,01-22-2019 18,207.46.13.130,54,20,10
695,01-22-2019 18,54.36.148.47,0,0,4
696,01-22-2019 18,54.36.148.25,0,0,5
697,01-22-2019 18,54.36.148.102,16,0,0
698,01-22-2019 18,172.20.2.189,20,0,0
699,01-22-2019 18,5.78.198.67,169,34,2
700,01-22-2019 18,5.62.206.264,12,0,0
701,01-22-2019 18,5.112.52.269,6,4,0
702,01-22-2019 18,54.36.149.73,10,0,0
703,01-22-2019 18,157.55.39.260,22,0,6
704,01-22-2019 18,54.36.149.85,0,11,0
705,01-22-2019 18,5.160.157.35,36,0,0
706,01-22-2019 18,178.253.33.66,13,12,37
707,01-22-2019 18,54.36.148.176,0,10,0
708,01-22-2019 18,66.249.66.209,124,107,115
709,01-22-2019 18,54.36.148.33,0,0,3
710,01-22-2019 18,54.36.148.247,9,0,0
711,01-22-2019 18,54.36.149.56,0,0,5
712,01-22-2019 18,66.249.66.106,97,41,22
713,01-22-2019 18,2.185.221.94,0,0,11
714,01-22-2019 18,66.249.64.81,3,0,0
715,01-22-2019 18,66.111.54.264,68,232,100
716,01-22-2019 18,104.194.24.48,0,0,11
717,01-22-2019 18,46.224.77.47,3,57,0
718,01-22-2019 18,173.249.54.82,24,0,59
719,01-22-2019 18,51.15.15.69,9,1,0
720,01-22-2019 18,54.36.149.50,0,1,0
721,01-22-2019 18,2.177.12.155,64,52,64
722,01-22-2019 18,54.36.148.32,10,0,0
723,01-22-2019 18,17.58.102.58,0,28,4
724,01-22-2019 18,31.56.96.66,62,38,47
725,01-22-2019 18,89.199.193.266,0,0,4
726,01-22-2019 18,54.36.149.78,2,0,0
727,01-22-2019 18,54.36.149.32,8,0,0
728,01-22-2019 18,54.36.149.107,0,13,0
729,01-22-2019 18,5.78.180.90,0,0,8
730,01-22-2019 18,54.36.148.132,6,0,0
731,01-22-2019 18,5.211.97.54,123,186,133
732,01-22-2019 18,5.209.200.233,74,37,103
733,01-22-2019 18,207.46.13.151,38,30,51
734,01-22-2019 18,204.18.198.263,2,20,53
735,01-22-2019 18,91.99.72.30,51,85,19
736,01-22-2019 19,54.36.148.33,0,17,0
737,01-22-2019 19,172.20.2.190,0,0,4
738,01-22-2019 19,66.249.64.82,8,0,0
739,01-22-2019 19,54.36.148.48,0,0,6
740,01-22-2019 19,54.36.149.51,0,17,0
741,01-22-2019 19,54.36.148.26,0,0,5
742,01-22-2019 19,5.209.200.234,80,78,46
743,01-22-2019 19,66.111.54.265,102,110,138
744,01-22-2019 19,51.15.15.70,0,0,16
745,01-22-2019 19,54.36.148.177,0,0,18
746,01-22-2019 19,204.18.198.264,29,51,45
747,01-22-2019 19,2.179.141.114,8,6,61
748,01-22-2019 19,54.36.149.108,0,12,0
749,01-22-2019 19,5.78.198.68,8,69,84
750,01-22-2019 19,66.249.66.107,22,131,77
751,01-22-2019 19,17.58.102.59,0,0,18
752,01-22-2019 19,207.46.13.131,2,44,9
753,01-22-2019 19,54.36.149.79,0,17,0
754,01-22-2019 19,54.36.148.133,23,0,0
755,01-22-2019 19,31.56.96.67,73,179,40
756,01-22-2019 19,34.247.132.69,0,0,8
757,01-22-2019 19,54.36.149.57,14,0,0
758,01-22-2019 19,54.36.148.248,5,0,0
759,01-22-2019 19,207.46.13.152,25,1,74
760,01-22-2019 19,89.199.193.267,0,0,5
761,01-22-2019 19,5.62.206.265,0,3,0
762,01-22-2019 19,173.249.54.83,3,8,57
763,01-22-2019 19,2.177.12.156,67,104,10
764,01-22-2019 19,46.224.77.48,10,40,0
765,01-22-2019 19,2.185.221.95,0,0,7
766,01-22-2019 19,54.36.148.103,3,0,0
767,01-22-2019 19,91.99.72.31,32,27,119
768,01-22-2019 19,207.46.13.120,38,10,54
769,01-22-2019 19,40.77.167.145,55,10,35
770,01-22-2019 19,5.112.52.270,0,64,0
771,01-22-2019 19,178.253.33.67,14,10,0
772,01-22-2019 19,104.194.24.49,3,0,0
773,01-22-2019 19,66.249.66.210,199,100,82
774,01-22-2019 19,54.36.149.86,8,0,0
775,01-22-2019 19,5.78.180.91,0,0,5
776,01-22-2019 19,54.36.148.34,0,2,0
777,01-22-2019 19,5.211.97.55,161,114,96
778,01-22-2019 19,157.55.39.261,7,17,0
779,01-22-2019 19,54.36.149.74,1,0,0
780,01-22-2019 19,5.160.157.36,31,0,1
781,01-22-2019 19,54.36.149.33,0,29,0
782,01-22-2019 20,5.112.52.271,26,0,38
783,01-22-2019 20,31.56.96.68,86,34,71
784,01-22-2019 20,66.249.66.108,48,69,56
785,01-22-2019 20,2.177.12.157,52,44,53
786,01-22-2019 20,91.99.72.32,61,14,45
787,01-22-2019 20,204.18.198.265,60,39,7
788,01-22-2019 20,5.211.97.56,141,99,111
789,01-22-2019 20,2.179.141.115,6,30,46
790,01-22-2019 20,54.36.149.58,0,0,17
791,01-22-2019 20,17.58.102.60,23,0,1
792,01-22-2019 20,207.46.13.132,2,111,29
793,01-22-2019 20,66.249.64.83,0,0,7
794,01-22-2019 20,173.249.54.84,29,14,21
795,01-22-2019 20,178.253.33.68,27,28,20
796,01-22-2019 20,172.20.2.191,0,0,2
797,01-22-2019 20,54.36.149.87,14,0,0
798,01-22-2019 20,54.36.149.52,0,0,7
799,01-22-2019 20,54.36.148.134,0,0,21
800,01-22-2019 20,54.36.149.34,0,1,0
801,01-22-2019 20,157.55.39.262,14,8,17
802,01-22-2019 20,40.77.167.146,5,39,150
803,01-22-2019 20,5.209.200.235,69,93,79
804,01-22-2019 20,104.194.24.50,11,0,0
805,01-22-2019 20,54.36.148.104,8,0,0
806,01-22-2019 20,2.185.221.96,0,6,0
807,01-22-2019 20,207.46.13.121,4,67,36
808,01-22-2019 20,46.224.77.49,6,8,12
809,01-22-2019 20,54.36.148.249,0,2,0
810,01-22-2019 20,54.36.148.27,8,0,0
811,01-22-2019 20,54.36.149.75,13,0,0
812,01-22-2019 20,5.78.180.92,0,0,44
813,01-22-2019 20,54.36.148.49,0,16,0
814,01-22-2019 20,54.36.148.35,3,0,0
815,01-22-2019 20,54.36.149.80,16,0,0
816,01-22-2019 20,5.160.157.37,6,1,0
817,01-22-2019 20,54.36.148.178,0,5,0
818,01-22-2019 20,54.36.149.109,14,0,0
819,01-22-2019 20,54.36.148.34,0,12,0
820,01-22-2019 20,89.199.193.268,0,0,2
821,01-22-2019 20,66.249.66.211,95,151,123
822,01-22-2019 20,5.62.206.266,0,0,9
823,01-22-2019 20,66.111.54.266,44,131,126
824,01-22-2019 20,51.15.15.71,24,0,15
825,01-22-2019 20,5.78.198.69,74,44,60
826,01-22-2019 20,34.247.132.70,0,5,0
827,01-22-2019 20,207.46.13.153,54,42,42
828,01-22-2019 21,54.36.149.53,14,0,0
829,01-22-2019 21,2.179.141.116,3,13,5
830,01-22-2019 21,34.247.132.71,0,0,4
831,01-22-2019 21,54.36.148.36,0,0,29
832,01-22-2019 21,204.18.198.266,16,30,29
833,01-22-2019 21,54.36.148.250,0,14,0
834,01-22-2019 21,89.199.193.269,0,1,0
835,01-22-2019 21,54.36.148.179,3,0,0
836,01-22-2019 21,54.36.148.50,0,0,9
837,01-22-2019 21,31.56.96.69,108,136,48
838,01-22-2019 21,207.46.13.122,24,15,13
839,01-22-2019 21,5.78.198.70,81,65,11
840,01-22-2019 21,5.112.52.272,4,0,5
841,01-22-2019 21,207.46.13.154,51,55,70
842,01-22-2019 21,5.209.200.236,75,81,53
843,01-22-2019 21,54.36.149.110,2,0,0
844,01-22-2019 21,54.36.149.81,0,2,0
845,01-22-2019 21,66.249.64.84,0,0,7
846,01-22-2019 21,172.20.2.192,2,0,0
847,01-22-2019 21,5.62.206.267,2,0,0
848,01-22-2019 21,54.36.148.105,0,0,4
849,01-22-2019 21,5.211.97.57,118,186,91
850,01-22-2019 21,51.15.15.72,35,9,0
851,01-22-2019 21,66.249.66.212,103,66,37
852,01-22-2019 21,54.36.148.35,0,0,19
853,01-22-2019 21,173.249.54.85,7,3,19
854,01-22-2019 21,2.185.221.97,9,0,0
855,01-22-2019 21,17.58.102.61,0,23,3
856,01-22-2019 21,104.194.24.51,0,0,5
857,01-22-2019 21,54.36.149.35,0,26,0
858,01-22-2019 21,54.36.148.135,0,0,4
859,01-22-2019 21,91.99.72.33,66,56,68
860,01-22-2019 21,157.55.39.263,12,3,0
861,01-22-2019 21,66.249.66.109,52,80,83
862,01-22-2019 21,54.36.148.28,0,11,0
863,01-22-2019 21,5.160.157.38,1,0,29
864,01-22-2019 21,54.36.149.59,0,1,0
865,01-22-2019 21,5.78.180.93,0,10,0
866,01-22-2019 21,46.224.77.50,21,3,3
867,01-22-2019 21,2.177.12.158,93,53,103
868,01-22-2019 21,54.36.149.88,0,0,16
869,01-22-2019 21,178.253.33.69,10,20,28
870,01-22-2019 21,54.36.149.76,0,3,0
871,01-22-2019 21,40.77.167.147,29,18,26
872,01-22-2019 21,207.46.13.133,28,26,25
873,01-22-2019 21,66.111.54.267,157,62,45
874,01-22-2019 22,51.15.15.73,0,29,8
875,01-22-2019 22,172.20.2.193,0,32,0
876,01-22-2019 22,66.249.64.85,0,0,6
877,01-22-2019 22,5.209.200.237,100,62,40
878,01-22-2019 22,54.36.148.37,0,0,16
879,01-22-2019 22,54.36.149.111,10,0,0
880,01-22-2019 22,5.160.157.39,4,0,9
881,01-22-2019 22,54.36.149.82,0,12,0
882,01-22-2019 22,40.77.167.148,20,11,36
883,01-22-2019 22,17.58.102.62,0,66,1
884,01-22-2019 22,207.46.13.134,18,25,1
885,01-22-2019 22,54.36.149.54,0,4,0
886,01-22-2019 22,31.56.96.70,48,90,72
887,01-22-2019 22,91.99.72.34,42,60,71
888,01-22-2019 22,54.36.148.29,0,20,0
889,01-22-2019 22,178.253.33.70,1,40,21
890,01-22-2019 22,204.18.198.267,22,25,27
891,01-22-2019 22,54.36.149.60,45,0,0
892,01-22-2019 22,54.36.149.89,6,0,0
893,01-22-2019 22,2.185.221.98,4,0,0
894,01-22-2019 22,5.78.180.94,0,1,0
895,01-22-2019 22,5.62.206.268,0,21,0
896,01-22-2019 22,207.46.13.155,23,36,46
897,01-22-2019 22,46.224.77.51,22,4,48
898,01-22-2019 22,34.247.132.72,0,0,4
899,01-22-2019 22,54.36.149.77,0,0,5
900,01-22-2019 22,89.199.193.270,0,0,5
901,01-22-2019 22,66.249.66.213,197,60,151
902,01-22-2019 22,157.55.39.264,5,0,3
903,01-22-2019 22,173.249.54.86,9,1,71
904,01-22-2019 22,5.78.198.71,56,47,20
905,01-22-2019 22,5.112.52.273,0,9,7
906,01-22-2019 22,2.177.12.159,45,95,52
907,01-22-2019 22,5.211.97.58,98,136,152
908,01-22-2019 22,54.36.148.106,0,9,0
909,01-22-2019 22,54.36.148.36,0,8,0
910,01-22-2019 22,207.46.13.123,47,32,0
911,01-22-2019 22,2.179.141.117,1,41,20
912,01-22-2019 22,54.36.148.136,2,0,0
913,01-22-2019 22,54.36.148.51,0,4,0
914,01-22-2019 22,54.36.148.251,0,1,0
915,01-22-2019 22,54.36.148.180,0,19,0
916,01-22-2019 22,66.249.66.110,62,182,49
917,01-22-2019 22,66.111.54.268,75,181,39
918,01-22-2019 22,54.36.149.36,0,75,0
919,01-22-2019 22,104.194.24.52,0,0,6
920,01-22-2019 23,54.36.149.78,0,24,0
921,01-22-2019 23,46.224.77.52,0,11,33
922,01-22-2019 23,207.46.13.124,40,15,3
923,01-22-2019 23,54.36.148.252,0,0,13
924,01-22-2019 23,54.36.148.181,0,11,0
925,01-22-2019 23,17.58.102.63,3,9,1
926,01-22-2019 23,66.249.66.214,86,124,95
927,01-22-2019 23,54.36.148.38,0,12,0
928,01-22-2019 23,31.56.96.71,95,53,102
929,01-22-2019 23,173.249.54.87,13,7,22
930,01-22-2019 23,54.36.149.37,0,0,11
931,01-22-2019 23,2.179.141.118,29,30,5
932,01-22-2019 23,2.177.12.160,8,46,74
933,01-22-2019 23,104.194.24.53,0,0,9
934,01-22-2019 23,66.111.54.269,263,197,27
935,01-22-2019 23,5.62.206.269,0,0,26
936,01-22-2019 23,34.247.132.73,10,0,0
937,01-22-2019 23,40.77.167.149,4,67,42
938,01-22-2019 23,54.36.149.90,0,4,0
939,01-22-2019 23,2.185.221.99,0,0,19
940,01-22-2019 23,204.18.198.268,48,14,22
941,01-22-2019 23,172.20.2.194,10,0,0
942,01-22-2019 23,207.46.13.156,95,15,24
943,01-22-2019 23,54.36.149.55,15,0,0
944,01-22-2019 23,54.36.148.137,0,0,41
945,01-22-2019 23,5.160.157.40,2,1,0
946,01-22-2019 23,157.55.39.265,6,35,0
947,01-22-2019 23,5.112.52.274,28,0,0
948,01-22-2019 23,89.199.193.271,14,0,0
949,01-22-2019 23,54.36.149.83,2,0,0
950,01-22-2019 23,66.249.64.86,0,0,34
951,01-22-2019 23,178.253.33.71,53,7,7
952,01-22-2019 23,66.249.66.111,46,25,49
953,01-22-2019 23,54.36.149.61,10,0,0
954,01-22-2019 23,54.36.148.37,0,16,0
955,01-22-2019 23,5.78.180.95,0,0,24
956,01-22-2019 23,54.36.148.107,0,0,5
957,01-22-2019 23,54.36.148.52,1,0,0
958,01-22-2019 23,91.99.72.35,52,70,11
959,01-22-2019 23,5.78.198.72,60,56,46
960,01-22-2019 23,5.211.97.59,122,162,108
961,01-22-2019 23,51.15.15.74,0,34,0
962,01-22-2019 23,54.36.149.112,0,0,2
963,01-22-2019 23,54.36.148.30,1,0,0
964,01-22-2019 23,207.46.13.135,57,0,47
965,01-22-2019 23,5.209.200.238,124,103,61
966,01-23-2019 00,104.194.24.54,0,0,1
967,01-23-2019 00,31.56.96.72,141,26,42
968,01-23-2019 00,2.179.141.119,42,55,8
969,01-23-2019 00,54.36.149.84,39,0,0
970,01-23-2019 00,89.199.193.272,0,3,0
971,01-23-2019 00,54.36.148.108,0,24,0
972,01-23-2019 00,54.36.148.38,0,20,0
973,01-23-2019 00,2.185.221.100,9,0,0
974,01-23-2019 00,204.18.198.269,48,7,67
975,01-23-2019 00,54.36.149.79,0,5,0
976,01-23-2019 00,5.78.198.73,50,79,15
977,01-23-2019 00,54.36.149.113,0,2,0
978,01-23-2019 00,5.112.52.275,5,8,0
979,01-23-2019 00,66.111.54.270,139,136,174
980,01-23-2019 00,40.77.167.150,76,45,47
981,01-23-2019 00,207.46.13.136,0,14,29
982,01-23-2019 00,66.249.66.112,103,19,44
983,01-23-2019 00,46.224.77.53,1,39,11
984,01-23-2019 00,54.36.148.31,0,8,0
985,01-23-2019 00,5.209.200.239,89,54,47
986,01-23-2019 00,54.36.148.53,0,17,0
987,01-23-2019 00,5.160.157.41,8,0,6
988,01-23-2019 00,178.253.33.72,8,0,2
989,01-23-2019 00,5.62.206.270,5,0,0
990,01-23-2019 00,54.36.148.182,0,7,0
991,01-23-2019 00,17.58.102.64,2,1,5
992,01-23-2019 00,54.36.148.39,0,0,3
993,01-23-2019 00,66.249.66.215,119,171,143
994,01-23-2019 00,157.55.39.266,8,0,23
995,01-23-2019 00,54.36.148.138,0,0,11
996,01-23-2019 00,2.177.12.161,38,29,48
997,01-23-2019 00,91.99.72.36,54,46,104
998,01-23-2019 00,172.20.2.195,10,0,0
999,01-23-2019 00,207.46.13.157,53,22,39
1000,01-23-2019 00,173.249.54.88,31,9,40
1001,01-23-2019 00,54.36.149.62,9,0,0
1002,01-23-2019 00,51.15.15.75,4,0,63
1003,01-23-2019 00,5.211.97.60,196,110,74
1004,01-23-2019 00,34.247.132.74,0,0,3
1005,01-23-2019 00,66.249.64.87,1,0,0
1006,01-23-2019 00,54.36.148.253,6,0,0
1007,01-23-2019 00,54.36.149.91,8,0,0
1008,01-23-2019 00,54.36.149.38,3,0,0
1009,01-23-2019 00,207.46.13.125,10,23,5
1010,01-23-2019 00,5.78.180.96,7,0,0
1011,01-23-2019 00,54.36.149.56,0,16,0
1012,01-23-2019 01,66.249.66.216,120,81,95
1013,01-23-2019 01,5.211.97.61,127,121,137
1014,01-23-2019 01,178.253.33.73,10,22,1
1015,01-23-2019 01,17.58.102.65,33,17,0
1016,01-23-2019 01,46.224.77.54,0,16,19
1017,01-23-2019 01,66.249.64.88,0,4,0
1018,01-23-2019 01,54.36.148.109,0,0,22
1019,01-23-2019 01,54.36.149.92,0,8,0
1020,01-23-2019 01,54.36.148.254,1,0,0
1021,01-23-2019 01,54.36.148.139,0,0,19
1022,01-23-2019 01,2.177.12.162,26,95,37
1023,01-23-2019 01,172.20.2.196,0,0,13
1024,01-23-2019 01,54.36.148.39,0,0,28
1025,01-23-2019 01,207.46.13.137,11,44,0
1026,01-23-2019 01,54.36.148.54,0,4,0
1027,01-23-2019 01,54.36.148.32,0,0,17
1028,01-23-2019 01,40.77.167.151,0,13,60
1029,01-23-2019 01,66.249.66.113,90,25,58
1030,01-23-2019 01,204.18.198.270,12,25,26
1031,01-23-2019 01,207.46.13.126,14,28,18
1032,01-23-2019 01,54.36.149.57,0,0,25
1033,01-23-2019 01,207.46.13.158,82,19,1
1034,01-23-2019 01,2.185.221.101,13,0,0
1035,01-23-2019 01,54.36.149.85,0,9,0
1036,01-23-2019 01,31.56.96.73,40,100,65
1037,01-23-2019 01,89.199.193.273,0,0,9
1038,01-23-2019 01,5.112.52.276,3,7,0
1039,01-23-2019 01,5.209.200.240,64,56,64
1040,01-23-2019 01,66.111.54.271,129,94,144
1041,01-23-2019 01,5.78.180.97,4,0,0
1042,01-23-2019 01,91.99.72.37,71,102,33
1043,01-23-2019 01,54.36.148.40,0,0,5
1044,01-23-2019 01,2.179.141.120,18,36,18
1045,01-23-2019 01,54.36.149.80,22,0,0
1046,01-23-2019 01,5.62.206.271,13,0,0
1047,01-23-2019 01,5.78.198.74,25,53,97
1048,01-23-2019 01,51.15.15.76,23,1,0
1049,01-23-2019 01,54.36.149.114,0,0,8
1050,01-23-2019 01,34.247.132.75,0,0,13
1051,01-23-2019 01,54.36.148.183,11,0,0
1052,01-23-2019 01,104.194.24.55,0,0,11
1053,01-23-2019 01,54.36.149.39,0,0,1
1054,01-23-2019 01,54.36.149.63,0,0,7
1055,01-23-2019 01,157.55.39.267,3,0,2
1056,01-23-2019 01,173.249.54.89,78,4,0
1057,01-23-2019 01,5.160.157.42,6,0,2
1058,01-23-2019 02,17.58.102.66,0,18,23
1059,01-23-2019 02,66.249.66.217,105,63,162
1060,01-23-2019 02,157.55.39.268,10,36,4
1061,01-23-2019 02,172.20.2.197,7,0,0
1062,01-23-2019 02,54.36.149.115,0,0,10
1063,01-23-2019 02,66.111.54.272,97,137,168
1064,01-23-2019 02,31.56.96.74,79,48,164
1065,01-23-2019 02,207.46.13.138,8,5,19
1066,01-23-2019 02,54.36.148.184,0,0,2
1067,01-23-2019 02,46.224.77.55,0,62,1
1068,01-23-2019 02,2.177.12.163,21,74,119
1069,01-23-2019 02,54.36.149.93,0,8,0
1070,01-23-2019 02,54.36.149.58,0,0,21
1071,01-23-2019 02,34.247.132.76,0,0,1
1072,01-23-2019 02,91.99.72.38,15,46,130
1073,01-23-2019 02,66.249.66.114,75,127,64
1074,01-23-2019 02,204.18.198.271,22,27,15
1075,01-23-2019 02,89.199.193.274,0,0,8
1076,01-23-2019 02,54.36.148.40,0,0,8
1077,01-23-2019 02,54.36.148.41,2,0,0
1078,01-23-2019 02,40.77.167.152,32,86,3
1079,01-23-2019 02,54.36.148.110,0,7,0
1080,01-23-2019 02,2.185.221.102,0,0,19
1081,01-23-2019 02,54.36.148.33,0,0,5
1082,01-23-2019 02,5.62.206.272,3,0,0
1083,01-23-2019 02,178.253.33.74,21,5,39
1084,01-23-2019 02,54.36.148.255,8,0,0
1085,01-23-2019 02,51.15.15.77,3,8,0
1086,01-23-2019 02,5.78.198.75,95,72,19
1087,01-23-2019 02,5.211.97.62,57,132,133
1088,01-23-2019 02,54.36.149.86,0,5,0
1089,01-23-2019 02,5.78.180.98,0,8,0
1090,01-23-2019 02,66.249.64.89,0,0,5
1091,01-23-2019 02,5.112.52.277,0,1,15
1092,01-23-2019 02,173.249.54.90,40,44,11
1093,01-23-2019 02,207.46.13.159,64,5,58
1094,01-23-2019 02,54.36.149.64,0,0,2
1095,01-23-2019 02,54.36.148.55,0,1,0
1096,01-23-2019 02,54.36.149.81,0,0,7
1097,01-23-2019 02,54.36.149.40,7,0,0
1098,01-23-2019 02,104.194.24.56,11,0,0
1099,01-23-2019 02,207.46.13.127,36,15,5
1100,01-23-2019 02,5.209.200.241,131,96,68
1101,01-23-2019 02,5.160.157.43,1,6,0
1102,01-23-2019 02,2.179.141.121,18,3,24
1103,01-23-2019 02,54.36.148.140,8,0,0
1104,01-23-2019 03,66.111.54.273,95,199,128
1105,01-23-2019 03,54.36.149.94,0,0,6
1106,01-23-2019 03,207.46.13.139,45,7,0
1107,01-23-2019 03,91.99.72.39,29,27,18
1108,01-23-2019 03,66.249.66.218,113,63,113
1109,01-23-2019 03,54.36.149.65,26,0,0
1110,01-23-2019 03,5.78.180.99,11,0,0
1111,01-23-2019 03,157.55.39.269,4,12,18
